ccg_code,ccg_name,cancer_type,total_treated,within_standard,braches,performance,standard,period
13Q,NATIONAL COMMISSIONING HUB 1,ALL SUSPECTED CANCER,246,198,48,0.804878048780488,ALL CANCERS TWO WEEK WAIT,2021-07-01
02P,NHS BARNSLEY CCG,ALL SUSPECTED CANCER,907,859,48,0.947078280044101,ALL CANCERS TWO WEEK WAIT,2021-07-01
99E,NHS BASILDON AND BRENTWOOD CCG,ALL SUSPECTED CANCER,1181,993,188,,ALL CANCERS TWO WEEK WAIT,2021-07-01
02Q,NHS BASSETLAW CCG,ALL SUSPECTED CANCER,419,388,31,,ALL CANCERS TWO WEEK WAIT,2021-07-01
92G,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE CCG",ALL SUSPECTED CANCER,3345,2762,583,0.825710014947683,ALL CANCERS TWO WEEK WAIT,2021-07-01
M1J4Y,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES CCG",ALL SUSPECTED CANCER,3390,2782,608,0.820648967551622,ALL CANCERS TWO WEEK WAIT,2021-07-01
15A,NHS BERKSHIRE WEST CCG,ALL SUSPECTED CANCER,1639,1465,174,0.893837705918243,ALL CANCERS TWO WEEK WAIT,2021-07-01
15E,NHS BIRMINGHAM AND SOLIHULL CCG,ALL SUSPECTED CANCER,4149,3601,548,0.867919980718245,ALL CANCERS TWO WEEK WAIT,2021-07-01
D2P2L,NHS BLACK COUNTRY AND WEST BIRMINGHAM CCG,ALL SUSPECTED CANCER,4903,4266,637,0.870079543136855,ALL CANCERS TWO WEEK WAIT,2021-07-01
00Q,NHS BLACKBURN WITH DARWEN CCG,ALL SUSPECTED CANCER,548,510,38,,ALL CANCERS TWO WEEK WAIT,2021-07-01
00R,NHS BLACKPOOL CCG,ALL SUSPECTED CANCER,716,681,35,0.951117318435754,ALL CANCERS TWO WEEK WAIT,2021-07-01
00T,NHS BOLTON CCG,ALL SUSPECTED CANCER,1071,1037,34,0.968253968253968,ALL CANCERS TWO WEEK WAIT,2021-07-01
36J,NHS BRADFORD DISTRICT AND CRAVEN CCG,ALL SUSPECTED CANCER,2142,2019,123,0.942577030812325,ALL CANCERS TWO WEEK WAIT,2021-07-01
09D,NHS BRIGHTON AND HOVE CCG,ALL SUSPECTED CANCER,1093,1049,44,0.959743824336688,ALL CANCERS TWO WEEK WAIT,2021-07-01
15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE CCG",ALL SUSPECTED CANCER,4081,2728,1353,0.668463611859838,ALL CANCERS TWO WEEK WAIT,2021-07-01
14Y,NHS BUCKINGHAMSHIRE CCG,ALL SUSPECTED CANCER,2164,2043,121,0.944085027726433,ALL CANCERS TWO WEEK WAIT,2021-07-01
00V,NHS BURY CCG,ALL SUSPECTED CANCER,758,607,151,0.800791556728232,ALL CANCERS TWO WEEK WAIT,2021-07-01
02T,NHS CALDERDALE CCG,ALL SUSPECTED CANCER,819,800,19,0.976800976800977,ALL CANCERS TWO WEEK WAIT,2021-07-01
06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH CCG,ALL SUSPECTED CANCER,3260,2614,646,0.801840490797546,ALL CANCERS TWO WEEK WAIT,2021-07-01
04Y,NHS CANNOCK CHASE CCG,ALL SUSPECTED CANCER,599,490,109,0.818030050083472,ALL CANCERS TWO WEEK WAIT,2021-07-01
99F,NHS CASTLE POINT AND ROCHFORD CCG,ALL SUSPECTED CANCER,790,658,132,,ALL CANCERS TWO WEEK WAIT,2021-07-01
27D,NHS CHESHIRE CCG,ALL SUSPECTED CANCER,3175,2811,364,0.885354330708661,ALL CANCERS TWO WEEK WAIT,2021-07-01
00X,NHS CHORLEY AND SOUTH RIBBLE CCG,ALL SUSPECTED CANCER,726,695,31,0.957300275482094,ALL CANCERS TWO WEEK WAIT,2021-07-01
84H,NHS COUNTY DURHAM CCG,ALL SUSPECTED CANCER,2006,1601,405,0.798105682951147,ALL CANCERS TWO WEEK WAIT,2021-07-01
B2M3M,NHS COVENTRY AND WARWICKSHIRE CCG,ALL SUSPECTED CANCER,3856,3341,515,0.866441908713693,ALL CANCERS TWO WEEK WAIT,2021-07-01
15M,NHS DERBY AND DERBYSHIRE CCG,ALL SUSPECTED CANCER,3628,3187,441,0.878445424476295,ALL CANCERS TWO WEEK WAIT,2021-07-01
15N,NHS DEVON CCG,ALL SUSPECTED CANCER,5968,4792,1176,0.802949061662198,ALL CANCERS TWO WEEK WAIT,2021-07-01
02X,NHS DONCASTER CCG,ALL SUSPECTED CANCER,1078,1020,58,,ALL CANCERS TWO WEEK WAIT,2021-07-01
11J,NHS DORSET CCG,ALL SUSPECTED CANCER,3470,2136,1334,,ALL CANCERS TWO WEEK WAIT,2021-07-01
06K,NHS EAST AND NORTH HERTFORDSHIRE CCG,ALL SUSPECTED CANCER,2110,1920,190,0.909952606635071,ALL CANCERS TWO WEEK WAIT,2021-07-01
01A,NHS EAST LANCASHIRE CCG,ALL SUSPECTED CANCER,1415,1297,118,,ALL CANCERS TWO WEEK WAIT,2021-07-01
03W,NHS EAST LEICESTERSHIRE AND RUTLAND CCG,ALL SUSPECTED CANCER,1437,961,476,0.6687543493389,ALL CANCERS TWO WEEK WAIT,2021-07-01
02Y,NHS EAST RIDING OF YORKSHIRE CCG,ALL SUSPECTED CANCER,1221,1048,173,0.858312858312858,ALL CANCERS TWO WEEK WAIT,2021-07-01
05D,NHS EAST STAFFORDSHIRE CCG,ALL SUSPECTED CANCER,546,446,100,0.816849816849817,ALL CANCERS TWO WEEK WAIT,2021-07-01
97R,NHS EAST SUSSEX CCG,ALL SUSPECTED CANCER,2776,2613,163,0.94128242074928,ALL CANCERS TWO WEEK WAIT,2021-07-01
D4U1Y,NHS FRIMLEY CCG,ALL SUSPECTED CANCER,2423,2283,140,0.942220387948824,ALL CANCERS TWO WEEK WAIT,2021-07-01
02M,NHS FYLDE AND WYRE CCG,ALL SUSPECTED CANCER,1014,953,61,0.939842209072978,ALL CANCERS TWO WEEK WAIT,2021-07-01
