ccg_code,ccg_name,cancer_type,total_treated,within_standard,braches,performance,standard,period
13Q,NATIONAL COMMISSIONING HUB 1,ALL SUSPECTED CANCER,163,140,23,0.85889570552147199,ALL CANCERS TWO WEEK WAIT,2020-08-01
07L,NHS BARKING AND DAGENHAM CCG,ALL SUSPECTED CANCER,531,499,32,0.93973634651600801,ALL CANCERS TWO WEEK WAIT,2020-08-01
02P,NHS BARNSLEY CCG,ALL SUSPECTED CANCER,790,770,20,0.974683544303797,ALL CANCERS TWO WEEK WAIT,2020-08-01
99E,NHS BASILDON AND BRENTWOOD CCG,ALL SUSPECTED CANCER,1032,962,70,,ALL CANCERS TWO WEEK WAIT,2020-08-01
02Q,NHS BASSETLAW CCG,ALL SUSPECTED CANCER,333,287,46,,ALL CANCERS TWO WEEK WAIT,2020-08-01
92G,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE CCG",ALL SUSPECTED CANCER,2766,2339,427,0.84562545191612404,ALL CANCERS TWO WEEK WAIT,2020-08-01
06F,NHS BEDFORDSHIRE CCG,ALL SUSPECTED CANCER,1358,1248,110,0.91899852724594999,ALL CANCERS TWO WEEK WAIT,2020-08-01
15A,NHS BERKSHIRE WEST CCG,ALL SUSPECTED CANCER,1304,1218,86,0.93404907975460105,ALL CANCERS TWO WEEK WAIT,2020-08-01
15E,NHS BIRMINGHAM AND SOLIHULL CCG,ALL SUSPECTED CANCER,3053,1549,1504,0.507369800196528,ALL CANCERS TWO WEEK WAIT,2020-08-01
00Q,NHS BLACKBURN WITH DARWEN CCG,ALL SUSPECTED CANCER,403,370,33,,ALL CANCERS TWO WEEK WAIT,2020-08-01
00R,NHS BLACKPOOL CCG,ALL SUSPECTED CANCER,570,549,21,0.96315789473684199,ALL CANCERS TWO WEEK WAIT,2020-08-01
00T,NHS BOLTON CCG,ALL SUSPECTED CANCER,766,727,39,0.94908616187989603,ALL CANCERS TWO WEEK WAIT,2020-08-01
36J,NHS BRADFORD DISTRICT AND CRAVEN CCG,ALL SUSPECTED CANCER,1733,1679,54,0.96884016156953301,ALL CANCERS TWO WEEK WAIT,2020-08-01
07P,NHS BRENT CCG,ALL SUSPECTED CANCER,866,786,80,0.90762124711316405,ALL CANCERS TWO WEEK WAIT,2020-08-01
09D,NHS BRIGHTON AND HOVE CCG,ALL SUSPECTED CANCER,801,655,146,0.81772784019974998,ALL CANCERS TWO WEEK WAIT,2020-08-01
15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE CCG",ALL SUSPECTED CANCER,2987,2254,733,0.75460328088383,ALL CANCERS TWO WEEK WAIT,2020-08-01
14Y,NHS BUCKINGHAMSHIRE CCG,ALL SUSPECTED CANCER,1592,1537,55,0.96545226130653305,ALL CANCERS TWO WEEK WAIT,2020-08-01
00V,NHS BURY CCG,ALL SUSPECTED CANCER,630,538,92,0.85396825396825404,ALL CANCERS TWO WEEK WAIT,2020-08-01
02T,NHS CALDERDALE CCG,ALL SUSPECTED CANCER,546,544,2,0.99633699633699602,ALL CANCERS TWO WEEK WAIT,2020-08-01
06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH CCG,ALL SUSPECTED CANCER,2387,2133,254,0.89359028068705504,ALL CANCERS TWO WEEK WAIT,2020-08-01
04Y,NHS CANNOCK CHASE CCG,ALL SUSPECTED CANCER,430,388,42,0.90232558139534902,ALL CANCERS TWO WEEK WAIT,2020-08-01
99F,NHS CASTLE POINT AND ROCHFORD CCG,ALL SUSPECTED CANCER,556,487,69,,ALL CANCERS TWO WEEK WAIT,2020-08-01
09A,NHS CENTRAL LONDON (WESTMINSTER) CCG,ALL SUSPECTED CANCER,441,398,43,0.90249433106576005,ALL CANCERS TWO WEEK WAIT,2020-08-01
27D,NHS CHESHIRE CCG,ALL SUSPECTED CANCER,2322,2073,249,0.89276485788113702,ALL CANCERS TWO WEEK WAIT,2020-08-01
00X,NHS CHORLEY AND SOUTH RIBBLE CCG,ALL SUSPECTED CANCER,633,602,31,0.95102685624012595,ALL CANCERS TWO WEEK WAIT,2020-08-01
07T,NHS CITY AND HACKNEY CCG,ALL SUSPECTED CANCER,616,586,30,0.95129870129870098,ALL CANCERS TWO WEEK WAIT,2020-08-01
84H,NHS COUNTY DURHAM CCG,ALL SUSPECTED CANCER,1600,1211,389,0.75687499999999996,ALL CANCERS TWO WEEK WAIT,2020-08-01
05A,NHS COVENTRY AND RUGBY CCG,ALL SUSPECTED CANCER,1468,1368,100,0.93188010899182605,ALL CANCERS TWO WEEK WAIT,2020-08-01
15M,NHS DERBY AND DERBYSHIRE CCG,ALL SUSPECTED CANCER,2940,2758,182,0.93809523809523798,ALL CANCERS TWO WEEK WAIT,2020-08-01
15N,NHS DEVON CCG,ALL SUSPECTED CANCER,4601,4087,514,0.88828515540099995,ALL CANCERS TWO WEEK WAIT,2020-08-01
02X,NHS DONCASTER CCG,ALL SUSPECTED CANCER,921,799,122,,ALL CANCERS TWO WEEK WAIT,2020-08-01
11J,NHS DORSET CCG,ALL SUSPECTED CANCER,2068,1738,330,,ALL CANCERS TWO WEEK WAIT,2020-08-01
05C,NHS DUDLEY CCG,ALL SUSPECTED CANCER,856,674,182,0.78738317757009302,ALL CANCERS TWO WEEK WAIT,2020-08-01
07W,NHS EALING CCG,ALL SUSPECTED CANCER,1068,968,100,0.90636704119850198,ALL CANCERS TWO WEEK WAIT,2020-08-01
06K,NHS EAST AND NORTH HERTFORDSHIRE CCG,ALL SUSPECTED CANCER,1682,1506,176,0.89536266349583804,ALL CANCERS TWO WEEK WAIT,2020-08-01
15D,NHS EAST BERKSHIRE CCG,ALL SUSPECTED CANCER,1132,1075,57,0.94964664310954106,ALL CANCERS TWO WEEK WAIT,2020-08-01
01A,NHS EAST LANCASHIRE CCG,ALL SUSPECTED CANCER,1123,1023,100,,ALL CANCERS TWO WEEK WAIT,2020-08-01
03W,NHS EAST LEICESTERSHIRE AND RUTLAND CCG,ALL SUSPECTED CANCER,1013,906,107,0.89437314906219201,ALL CANCERS TWO WEEK WAIT,2020-08-01
02Y,NHS EAST RIDING OF YORKSHIRE CCG,ALL SUSPECTED CANCER,944,806,138,0.85381355932203395,ALL CANCERS TWO WEEK WAIT,2020-08-01
